============================== SRIM-2013.00 ==============================
==============================================================================
========== SRIM Outputs\BACKSCATSRIM Outputs\ : File of Backscattered Ions =============
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  H(200 keV) ==> Gold+nickel( 4.00 mm) =====================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
B    1  1 ,1421795E+06 -  3511432E-08  ,2414E+04  ,2977E+02  -,1523173  ,9826818  ,1055268
B    2  1 ,2201660E+05 -  5453931E-07  ,8759E+04 -,2238E+04  -,2380219 -,3595068 -,9022751
B    4  1 ,5943591E+05 -  6670888E-07  ,6371E+04 -,6656E+03  -,3182762  ,9406776 -,1175837
B    7  1 ,1369984E+06 -  5319817E-07  ,2375E+04 -,2388E+02  -,2679798  ,9627347  ,0364518
B    9  1 ,1074010E+06 -  1008032E-07  ,4507E+04 -,1412E+02  -,1922525  ,9805974 -,0383117
B   12  1 ,5182015E+05 -  1798179E-07  ,7152E+04  ,8645E+03  -,2852743  ,9557736 -,0715216
B   13  1 ,8391357E+05 -  3456825E-07  ,5590E+04  ,6066E+03  -,1690002  ,9835098  ,0644005
B   14  1 ,1600467E+06 -  7288388E-08  ,1844E+04  ,4574E+02  -,1018955  ,9929315 -,0608635
B   18  1 ,1656932E+06 -  5020612E-07  ,1458E+04  ,4154E+01  -,2058508  ,9747934  ,0860427
B   19  1 ,5166476E+05 -  1262690E-06  ,6867E+04 -,7449E+03  -,9510394  ,2464875 -,1864617
B   21  1 ,1414949E+06 -  1826965E-07  ,2346E+04 -,3516E+03  -,1151109  ,6447623 -,7556660
B   22  1 ,1527765E+06 -  2542731E-09  ,2033E+04 -,2289E+03  -,1551557  ,8774841 -,4538153
B   25  1 ,1818929E+06 -  1552809E-07  ,7479E+03 -,4644E+02  -,0782533  ,9960188  ,0426962
B   26  1 ,1343981E+06 -  4311727E-08  ,2844E+04 -,1874E+03  -,0238993  ,9984888 -,0494862
B   29  1 ,1895742E+05 -  3803549E-07  ,7871E+04  ,1287E+04  -,1990859  ,0286809  ,9795623
B   30  1 ,5796393E+05 -  1144565E-06  ,6579E+04  ,8252E+03  -,7162100 -,2776509  ,6402759
B   32  1 ,1004975E+06 -  3627718E-07  ,4811E+04 -,7237E+03  -,4344496  ,8779717 -,2010454
B   35  1 ,1825106E+06 -  1359138E-07  ,8108E+03 -,3985E+01  -,2922254  ,9557189 -,0347247
B   37  1 ,1476288E+06 -  2124435E-07  ,2468E+04 -,8153E+02  -,1435421  ,9799734 -,1380138
B   39  1 ,1282299E+06 -  4948196E-07  ,3381E+04 -,7856E+02  -,2430874  ,9694442 -,0329621
B   46  1 ,1872143E+06 -  2041844E-07  ,5204E+03  ,3056E+02  -,1084076  ,9825025  ,1514483
B   51  1 ,1395824E+06 -  3343320E-08  ,2877E+04  ,1157E+02  -,0287751  ,9815208  ,1891796
B   55  1 ,1257561E+06 -  1000410E-07  ,3278E+04 -,6610E+03  -,2714268  ,9517636 -,1430856
B   56  1 ,1197494E+06 -  2101422E-07  ,3713E+04 -,5192E+03  -,1003049  ,9660719 -,2380001
B   59  1 ,1802086E+06 -  1883473E-07  ,9656E+03 -,2733E+02  -,3331268  ,9283904 -,1646748
B   62  1 ,7722283E+05 -  1238793E-06  ,5857E+04  ,9924E+03  -,4906078  ,8457545  ,2097696
B   63  1 ,9631975E+05 -  1631970E-07  ,4861E+04  ,1944E+03  -,2098643  ,9641986  ,1621052
B   64  1 ,7881180E+05 -  1815156E-07  ,5176E+04 -,1014E+04  -,1240403  ,8029162 -,5830434
B   65  1 ,7221927E+05 -  2204824E-09  ,6770E+04 -,6806E+03  -,2476873  ,9295082  ,2732499
B   66  1 ,6266675E+05 -  1209158E-06  ,6144E+04 -,3984E+03  -,4990203  ,8657173  ,0388881
B   70  1 ,1233756E+06 -  1998505E-07  ,3483E+04 -,2129E+03  -,0824390  ,9608686 -,2644528
B   71  1 ,1623584E+06 -  5583692E-08  ,1608E+04 -,3721E+02  -,0866617  ,9962338  ,0028345
B   72  1 ,6870526E+05 -  5457627E-07  ,5449E+04  ,1420E+03  -,7403461  ,4942842 -,4555993
B   73  1 ,1358224E+06 -  3876456E-07  ,2716E+04 -,4869E+02  -,2177898  ,9759425  ,0101876
B   78  1 ,1775581E+06 -  3823333E-07  ,1034E+04  ,4651E+02  -,1866523  ,9633229  ,1927952
B   79  1 ,1396977E+06 -  2451682E-07  ,2852E+04 -,1950E+03  -,3014105  ,9412765 -,1521521
B   82  1 ,1497237E+06 -  1658917E-07  ,2386E+04 -,1560E+03  -,0953414  ,9736193 -,2073054
B   89  1 ,1691175E+06 -  7649691E-09  ,1341E+04  ,3577E+03  -,1258621  ,8063714  ,5778615
B   92  1 ,1598905E+06 -  3144656E-08  ,1703E+04  ,3934E+02  -,0933681  ,9956213 -,0045359
B   95  1 ,1616583E+06 -  1582018E-08  ,2016E+04  ,3758E+03  -,0517450  ,9677487  ,2465461
B   97  1 ,4727235E+05 -  2014749E-07  ,7046E+04  ,2248E+04  -,1529532  ,9146433  ,3742098
B   98  1 ,2736850E+05 -  3359828E-07  ,7699E+04 -,2230E+04  -,1443253  ,6006507 -,7863771
B   99  1 ,1611295E+06 -  3543946E-07  ,1542E+04 -,3625E+02  -,1596669  ,9776051 -,1370937
B  102  1 ,1087525E+06 -  2449401E-07  ,4749E+04  ,1685E+02  -,1666651  ,9770505 -,1326467
B  103  1 ,1494332E+06 -  1176789E-07  ,2212E+04 -,1099E+01  -,1048438  ,8983704  ,4265423
B  104  1 ,6149723E+05 -  6630502E-07  ,6143E+04  ,2999E+03  -,5911845  ,8060129  ,0290535
B  105  1 ,1391515E+06 -  4676293E-07  ,2434E+04 -,1826E+03  -,2459410  ,9679313 -,0512052
B  109  1 ,8706952E+05 -  5412670E-07  ,5142E+04  ,2895E+01  -,6089482  ,6832833  ,4028722
B  110  1 ,1329963E+06 -  1756352E-07  ,2945E+04  ,2023E+03  -,1007170  ,9882771  ,1147365
B  111  1 ,4471282E+05 -  2174362E-07  ,7343E+04  ,7551E+03  -,1986064  ,9187942  ,3411344
B  112  1 ,1503176E+06 -  6587292E-07  ,2308E+04 -,1007E+03  -,4352409  ,8996839 -,0336793
B  115  1 ,2535422E+05 -  6290593E-08  ,8049E+04  ,2734E+04  -,4100377  ,8181815  ,4030484
B  116  1 ,1391218E+06 -  2824358E-07  ,2913E+04 -,9804E+02  -,1634514  ,9774557 -,1336565
B  118  1 ,1305236E+06 -  5767050E-07  ,3076E+04  ,2015E+03  -,2352835  ,9690240  ,0750611
B  123  1 ,8157017E+05 -  2487033E-07  ,5147E+04  ,7876E+03  -,1664872  ,8169000  ,5522286
B  126  1 ,9928448E+05 -  7795093E-07  ,4302E+04 -,4071E+03  -,3129854  ,9491139 -,0349708
B  128  1 ,1433503E+06 -  2234014E-07  ,2757E+04  ,1451E+03  -,1317350  ,9869587  ,0925116
B  129  1 ,1182934E+06 -  2717785E-07  ,3774E+04 -,3248E+03  -,1224741  ,9818004 -,1451486
B  131  1 ,1454959E+06 -  3083802E-07  ,2182E+04 -,9078E+02  -,1211794  ,9884561 -,0909402
B  134  1 ,1458458E+06 -  3175066E-08  ,2723E+04  ,6074E+02  -,0735167  ,9963619  ,0431065
B  135  1 ,1372979E+06 -  1582247E-07  ,2639E+04  ,1700E+03  -,1690213  ,8599865  ,4815132
B  137  1 ,6802581E+05 -  4304083E-07  ,6209E+04  ,2490E+03  -,2914468  ,9386557 -,1843480
B  139  1 ,1333832E+06 -  1263750E-07  ,2732E+04 -,1962E+03  -,1966788  ,9799911  ,0305758
B  140  1 ,1688170E+06 -  6325553E-08  ,1502E+04  ,9719E+02  -,5087777  ,7852698  ,3528408
B  142  1 ,2097051E+05 -  2559211E-07  ,8935E+04  ,6619E+03  -,4246438  ,6235830  ,6563703
B  143  1 ,8017220E+05 -  1237359E-07  ,5888E+04 -,3139E+03  -,0930573  ,9515693 -,2930124
B  145  1 ,7752145E+05 -  1452159E-06  ,5407E+04  ,1194E+03  -,9645546 -,2409183 -,1076699
B  148  1 ,4486324E+05 -  2042284E-07  ,7816E+04  ,9978E+03  -,1974452  ,9610124  ,1935730
B  149  1 ,3260241E+05 -  5651638E-07  ,7640E+04  ,8154E+03  -,3852627  ,7248977  ,5710482
B  153  1 ,1158738E+06 -  3760157E-07  ,3482E+04 -,3937E+03  -,2075435  ,9625036 -,1746785
B  159  1 ,1146904E+06 -  2168455E-06  ,3398E+04  ,3211E+03  -,8518552 -,0823304  ,5172662
B  161  1 ,1721039E+06 -  1188342E-06  ,1154E+04  ,2494E+02  -,8415265  ,3969435  ,3664273
B  162  1 ,1714344E+06 -  1416868E-07  ,9994E+03  ,6902E+02  -,5464626  ,6645466  ,5096630
B  166  1 ,7117732E+05 -  3058372E-07  ,4991E+04 -,1063E+04  -,1793499  ,7733202 -,6081197
B  167  1 ,1814256E+06 -  8814860E-08  ,9808E+03  ,5358E+02  -,1449791  ,9757457  ,1640165
B  169  1 ,8105733E+05 -  2040649E-07  ,5870E+04  ,4558E+03  -,2376771  ,9437077  ,2300551
B  174  1 ,1651559E+06 -  1881345E-07  ,1622E+04  ,1239E+03  -,1266739  ,9798111  ,1546737
B  175  1 ,4115668E+04 -  1333145E-06  ,7887E+04 -,3062E+04  -,8805276 -,4288730 -,2018392
B  176  1 ,1693109E+05 -  4131031E-08  ,9119E+04 -,5903E+03  -,7245043  ,5803539 -,3718641
B  177  1 ,1469044E+06 -  3556444E-07  ,2609E+04  ,3519E+02  -,1649330  ,9815113 -,0971216
B  179  1 ,2720770E+05 -  8473100E-07  ,8051E+04  ,8439E+02  -,4983134 -,0189623  ,8667896
B  180  1 ,1259269E+05 -  1530804E-06  ,9504E+04  ,1525E+04  -,7788623  ,3696844  ,5066625
B  182  1 ,1554279E+06 -  3084489E-07  ,1794E+04  ,8484E+02  -,1444247  ,9876224  ,0611835
B  184  1 ,1779199E+06 -  1454705E-06  ,9870E+03 -,7059E+01  -,7033030  ,3899554 -,5943902
B  186  1 ,1530657E+06 -  4616943E-08  ,1968E+04  ,8752E+02  -,3389347  ,8969787  ,2838176
B  193  1 ,1457557E+06 -  1128487E-06  ,2323E+04  ,2707E+03  -,6902270  ,6771334  ,2551019
B  194  1 ,4826175E+05 -  1222158E-06  ,6881E+04 -,1634E+04  -,6294479  ,6858539 -,3652392
B  195  1 ,5696880E+05 -  3570312E-08  ,5620E+04  ,1131E+04  -,1575436  ,9790744  ,1288148
B  199  1 ,1220949E+05 -  1978723E-06  ,1027E+05  ,4590E+03  -,7819602 -,1882151  ,5942334
B  202  1 ,1142164E+06 -  9257852E-07  ,3414E+04 -,1801E+03  -,8612146  ,5051890  ,0556181
B  206  1 ,1865867E+05 -  1689483E-06  ,8117E+04 -,3502E+03  -,8793265  ,4757899 -,0202216
B  207  1 ,1801316E+06 -  1910474E-07  ,1344E+04 -,6474E+02  -,3619918  ,9193457 -,1541603
B  209  1 ,1428660E+06 -  1102839E-07  ,2759E+04  ,6265E+02  -,0782593  ,9792121  ,1871338
B  211  1 ,1513672E+06 -  5725156E-08  ,2467E+04 -,4058E+02  -,0271282  ,9995251  ,0146156
B  214  1 ,7631579E+05 -  6970643E-07  ,5669E+04 -,3596E+03  -,4894162  ,8699384 -,0606552
B  216  1 ,1679913E+06 -  3048074E-07  ,1995E+04 -,1417E+03  -,2430041  ,9619624 -,1248096
B  220  1 ,9362146E+05 -  6549649E-08  ,4922E+04  ,8938E+03  -,2345027  ,9169299  ,3228748
B  221  1 ,7998722E+04 -  2044407E-07  ,9224E+04 -,3141E+04  -,5544083  ,0921778 -,8271243
B  223  1 ,8091526E+05 -  4713958E-07  ,5345E+04  ,1377E+04  -,2764803  ,7353315  ,6187457
