============================== SRIM-2013.00 ==============================
==============================================================================
========== SRIM Outputs\BACKSCATSRIM Outputs\ : File of Backscattered Ions =============
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  H(1 MeV) ==> Gold+nickel( 4.00 mm) =======================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
B    1  1 ,9314364E+06 -  9047352E-08  ,5137E+04 -,1885E+02  -,0446976  ,9990005 -,0002845
B    2  1 ,2490510E+06 -  1474368E-07  ,5321E+05 -,2904E+04  -,3090978  ,8463362 -,4337897
B    5  1 ,8980389E+06 -  4090413E-08  ,8391E+04  ,1149E+03  -,0205966  ,9990314  ,0388858
B    8  1 ,5969789E+06 -  7455236E-08  ,2825E+05  ,1770E+04  -,1485393  ,9748989  ,1658562
B   10  1 ,8000858E+06 -  1855160E-07  ,1526E+05 -,9517E+03  -,1322757  ,9897766 -,0533433
B   11  1 ,9156224E+06 -  8225794E-08  ,6964E+04  ,2836E+03  -,0396823  ,9954136  ,0870464
B   15  1 ,8334480E+06 -  3764887E-08  ,1554E+05 -,6931E+03  -,1663256  ,9599492 -,2254623
B   16  1 ,6491327E+06 -  9744230E-08  ,2653E+05 -,2109E+03  -,0651736  ,9947290  ,0791614
B   17  1 ,7391807E+05 -  1092506E-07  ,5838E+05  ,2762E+04  -,4036253  ,6904732  ,6002778
B   24  1 ,8293204E+06 -  2334515E-08  ,1192E+05 -,4355E+02  -,1069078  ,9930836 -,0485357
B   26  1 ,8644646E+06 -  4105780E-08  ,1015E+05 -,9081E+03  -,0597465  ,9690906 -,2393613
B   28  1 ,9090535E+06 -  4509650E-08  ,6975E+04  ,1783E+03  -,0299480  ,9954509  ,0904472
B   29  1 ,6583376E+06 -  8786896E-08  ,2372E+05  ,1319E+04  -,0468683  ,9939044  ,0997867
B   32  1 ,8452366E+06 -  7461896E-09  ,1332E+05 -,4019E+03  -,0478025  ,9882247 -,1453508
B   33  1 ,9123457E+06 -  1676658E-08  ,6001E+04 -,1679E+03  -,0128081  ,9982051 -,0585033
B   35  1 ,1970481E+06 -  4188890E-07  ,5459E+05  ,2897E+03  -,1936459  ,9661828 -,1702704
B   36  1 ,9448368E+06 -  5066841E-08  ,4497E+04 -,6634E+02  -,0205916  ,9995518 -,0217299
B   37  1 ,1646976E+06 -  5763592E-07  ,5516E+05  ,7888E+04  -,4688743  ,6901934  ,5511715
B   38  1 ,9217495E+06 -  2172842E-08  ,6477E+04  ,1274E+03  -,0142984  ,9988646  ,0454427
B   39  1 ,9253786E+06 -  1229724E-08  ,5744E+04  ,6299E+02  -,0480955  ,9985753  ,0231138
B   40  1 ,5769058E+06 -  1633045E-07  ,3069E+05 -,2443E+04  -,0713610  ,9944825 -,0768911
B   41  1 ,7207647E+06 -  4768251E-08  ,2205E+05 -,3291E+03  -,0310771  ,9994557 -,0110696
B   42  1 ,6559763E+06 -  7453775E-08  ,2338E+05 -,1418E+04  -,0956868  ,9953774 -,0082348
